Article ID,Article URL,Article Title,Article Image URL
10,https://www.wwe.com/shows/wwenxt/2019-11-20/article/undisputed-era-revival-preview,The Undisputed ERA take on The Revival in tag team action,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191030_FullMatch_WarGames17_BlackDream--f5e034e937579df33e430c781c3fe430.jpg
11,https://www.wwe.com/shows/wwenxt/2019-11-20/article/triple-h-open-door-raw-smackdown-preview,Will Raw or SmackDown take Triple H up on his offer?,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/DCExNXT535_01_Ntwk--a4b5ddd1358a0034b2db69a1adcb4d59.jpg
12,https://www.wwe.com/shows/raw/2019-11-25/article/aj-styles-vs-humberto-carrillo-united-states-championship-match,Humberto Carrillo to challenge AJ Styles for the United States Championship on next week’s Raw,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191118_RAW_Exclusive_Shayna--7e70ef7954d0af595b655ba3216a3dd5.jpg
13,https://www.wwe.com/shows/raw/2019-11-18/article/rey-mysterio-agrees-no-holds-barred-no-disqualification-match-brock,"Rey Mysterio agreed to a No Holds Barred, No Disqualification Match against Brock Lesnar",https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191118_RAW_Exclusive_Becky--56151d2a55c3fa7df43e4b2f34555d13.jpg
14,https://www.wwe.com/shows/raw/2019-11-18/article/raw-smackdown-nxt-brawl,"Randy Orton & Ricochet def. Raw Tag Team Champions The Viking Raiders via Disqualification when the Raw, SmackDown and NXT rosters brawled",https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191118_RAW_Exclusive_Charlotte--98d6213a0a4448d83451911640c57eaa.jpg
15,https://www.wwe.com/shows/raw/2019-11-18/article/episode-brief-8-wwe-raw-nov-18-2019,WWE Women’s Tag Team Champion Asuka def. Natalya,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191111_RAW_Oc--ea520d4b69913327ba43218fbfa51d05.jpg
16,https://www.wwe.com/shows/raw/2019-11-18/article/triple-h-kevin-owens-undisputed-era-nxt-superstars,Triple H tried to recruit Kevin Owens to NXT,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191111_RAW_Viking--e89c57b6b07ec04e076d781039004633.jpg
17,https://www.wwe.com/shows/raw/2019-11-18/article/erick-rowan-def-alex-malcom,Erick Rowan def. Alex Malcom,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/vmssg_3t9cV--c72fe411ad22e5a389a5b634a95efb2e.jpg
18,https://www.wwe.com/shows/raw/2019-11-18/article/buddy-murphy-def-akira-tozawa,Buddy Murphy def. Akira Tozawa,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191118_RAW_247--5286265f00b19cbbfdeda2c415fe14c5.jpg
19,https://www.wwe.com/shows/raw/2019-11-18/article/seth-rollins-def-andrade-via-disqualification,Seth Rollins def. Andrade via Disqualification,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191118_RAW_ClashOfBrands--d142a2e55c489e7cdcacc03cd8285501.jpg
20,https://www.wwe.com/shows/raw/2019-11-18/article/bobby-lashley-def-no-way-jose,Bobby Lashley def. No Way Jose,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191118_RAW_ErickRowan_2--20d2da75bfec185ad79d0511c63bb43a.jpg
21,https://www.wwe.com/shows/raw/2019-11-18/article/humberto-carrillo-def-karl-anderson,Humberto Carrillo def. Karl Anderson,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191118_RAW_Lana_Bobby--81569cb9f2d71ed85841b37ba363e8e2.jpg
22,https://www.wwe.com/shows/raw/2019-11-18/article/becky-lynch-charlotte-flair-def-the-iiconics,Raw Women’s Champion Becky Lynch & Charlotte Flair def. The IIconics,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191118_RAW_AOP_RyderHawkins--6514b9bc22df0ed513cd1f8698b2670a.jpg
23,https://www.wwe.com/shows/smackdown/article/roman-reigns-mustafa-ali-shorty-g-king-corbin-dolph-ziggler-robert-roode,"Roman Reigns, Mustafa Ali & Shorty G battle King Corbin, Dolph Ziggler & Robert Roode as blue brand tensions boil over",https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191108_SD_FuryBraun--55dbf6dde238870fa0c93e26d78f932c.jpg
24,https://www.wwe.com/shows/wwe-after-the-bell/article/stone-cold-steve-austin-randy-orton-rhea-ripley-after-the-bell,"Randy Orton, Rhea Ripley and “Stone Cold” Steve Austin to appear on WWE After the Bell",https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/ListThisES--46f3faebc84380a6e6642c649641c141.jpg
25,https://www.wwe.com/shows/nxtuk/article/get-tickets-for-upcoming-nxt-uk-shows-in-2020,"WWE NXT UK TakeOver: Blackpool II sells out in two hours; Tickets coming soon for NXT UK 2020 shows in York, Coventry, Bournemouth and Glasgow",https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/10/DCExNXTUK66_03_Ntwk--b889dc723105e46be132aa7feafd78e6.jpg
26,https://www.wwe.com/shows/wwenxt/article/nxt-live-pittsburgh-ohio-buffalo-january-2020,"NXT Live comes to Pittsburgh, Ohio, and Buffalo this January",https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191113_NXT_GravaEx--30450f8c5017e5ca48f5e376e07f9a65.jpg
27,https://www.wwe.com/article/final-wcw-thunder-episodes-added-to-wwe-network,Final WCW Thunder episodes added to WWE Network,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/01/19980115_rey_juvi--578213b769561dfa4edd2136997341cd.jpg
28,https://www.wwe.com/article/whats-new-wwe-network,See what's new this week on WWE Network,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/10/sneak_chronicle_gberg--db771c36b508b606a15fff41d0be3c61.jpg
29,https://www.wwe.com/shows/nxtuk/article/nxt-uk-set-to-return-to-the-empress-ballroom-for-takeover-blackpool-ii-on-jan-12,"NXT UK set to return to The Empress Ballroom for TakeOver: Blackpool II on Sunday, Jan. 12.",https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/10/20191016_NXT_UK_TrentSeven--d443faa818aa39b50be19199a15f2a5f.jpg
30,https://www.wwe.com/shows/raw/2019-11-18/article/natalya-to-battle-wwe-womens-tag-team-champion-asuka,Natalya to battle WWE Women’s Tag Team Champion Asuka,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191118_RAW_Charlotte--45ec0d59388b94fa85fe15ab99182908.jpg
31,https://www.wwe.com/shows/raw/2019-11-18/article/becky-lynch-charlotte-flair-compete-in-tag-team-action,Becky Lynch and Charlotte Flair to compete in tag team action on Raw,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191118_RAW_KO_1--a076c4080ac9a66a3f3004185ee7f0a0.jpg
32,https://www.wwe.com/shows/raw/2019-11-18/article/rey-mysterio-live-on-raw-before-challenging-brock-lesnar,Rey Mysterio to appear live on Raw before challenging Brock Lesnar at Survivor Series,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191118_RAW_Natalya_Asuka--682c6863ceb413a773b4682cf8e2fc4f.jpg
33,https://www.wwe.com/shows/wwe-205-live/2019-11-15/article/lio-rush-raul-mendoza-def-tony-nese-ariya-daivari,Lio Rush & Raul Mendoza def. Tony Nese & Ariya Daivari,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/09/20190910_205Live_6manTag--ba034ba289acd6e52d6cddbdc3f09b98.jpg
34,https://www.wwe.com/shows/wwe-205-live/2019-11-15/article/the-singh-brothers-def-tim-gange,The Singh Brothers def. Tim Gange,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/09/20190910_205Live_Match1--02d62a17452db3e2ccb457d5dfd3179a.jpg
35,https://www.wwe.com/shows/wwe-205-live/2019-11-15/article/angel-garza-def-gentleman-jack-gallagher,Angel Garza def. Gentleman Jack Gallagher,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/09/20190903_205_vid_HumbertoLince--b13a87496a2a5bb48e4947e06586528f.jpg
36,https://www.wwe.com/shows/smackdown/2019-11-15/article/miz-tv,Bray Wyatt and his Firefly Fun House friends get into a fierce debate with Daniel Bryan on “Miz TV”,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191108_SD_CorbinExclusive--b3b216eb8b54425faac8e2e79e9fdb54.jpg
37,https://www.wwe.com/shows/smackdown/2019-11-15/article/sasha-banks-nikki-cross-carmella-and-dana-brooke-vs-rhea-ripley,"Sasha Banks, Nikki Cross, Carmella and Dana Brooke def. Rhea Ripley, Mia Yim, Tegan Nox & Dakota Kai",https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191108_SD_DanaCarmellaExclusive--b21edd10e4c063cd9287c48c45075612.jpg
38,https://www.wwe.com/shows/smackdown/2019-11-15/article/nikki-cross-vs-bayley,Nikki Cross vs. Bayley ends in a No Contest,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191108_SD_WomensTag--7350688b7680e1cbb692ce5dbe3827d2.jpg
39,https://www.wwe.com/shows/smackdown/2019-11-15/article/heavy-machinery-def-local-athletes,Heavy Machinery def. ­­­­­­Kevin Tibbs & Kip Stevens,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191108_SD_BrayBryan--93e5302469c0ce1c795a034e96df1d33.jpg
40,https://www.wwe.com/shows/smackdown/2019-11-15/article/the-new-day-vs-the-revival,The New Day vs. The Revival’s SmackDown Tag Team Championship Rematch ended in a No-Contest,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191108_SD_ShaynaAttack--2b6e2896e6419b1072946afb3cab5b63.jpg
41,https://www.wwe.com/shows/smackdown/article/bray-wyatt-reveals-new-look-universal-title,Bray Wyatt debuts new-look Universal Title on Friday Night SmackDown,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191108_SD_CorbinPromo--fe4fe1363027bc8d2dbeb6e25b02f0f9.jpg
42,https://www.wwe.com/shows/smackdown/2019-11-15/article/braun-strowman-vs-drew-gulak,Braun Strowman laid waste to The B-Team after being berated by Drew Gulak,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/DCExSD1056_03_Ntwk--f49cb3fed906bd01d463cda9ef48e285.jpg
43,https://www.wwe.com/shows/smackdown/2019-11-15/article/mustafa-ali-shorty-g-vs-dolph-ziggler-robert-roode,Mustafa Ali & Shorty G def. Dolph Ziggler & Robert Roode,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191108_SD_NewDayRevival--bc622d439cdf307c32c84893d10d56ae.jpg
44,https://www.wwe.com/shows/smackdown/2019-11-15/article/king-corbin-calls-out-the-big-dog,King Corbin called out The Big Dog,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191115_SD_seg11--852733edd85241f534df0c43b127b283.jpg
45,https://www.wwe.com/shows/raw/2019-11-18/article/seth-rollins-vs-andrade,Seth Rollins to wager his Survivor Series berth against Andrade on Raw,https://www.wwe.com/f/styles/wwe_16_9_xs/public/2019/11/20191118_RAW_Karl_Humberto--76fb68fc54d8e61628c49e8e000f4b94.jpg
